id_caso,nombre,nombre_publico,id_ciudad,id_departamento,longitud,latitud,hecho,dinero_juego,dinero_apropiado,dinero_recuperado,id_caso_emblematico,id_icono,id_usuario_creacion,fecha_registro,fecha_informacion_actualizada,publico,activo,subtitulo_publico,no_disponible_dinero_juego,no_disponible_dinero_apropiado,no_disponible_dinero_recuperado,rango_dinero,derecho_vulnerado,nombrePublico,subtituloPublico,id_actor,nombre_actor,tipo_participacion,tipo_actor_individual,tipo_actor_colectivo,institucion,cargo,rama_poder_publico,autoridad_politica,partido,ciudad,ciudad_codigo_dane,departamento,departamento_codigo_dane,sector_afectado,mes_hecho,ano_hecho,ano_final_hecho,dinamica_corrupcion,naturaleza_corrupcion,tipo_corrupcion,medida_anticorrupcion,delito,forma_corrupcion,caso_emblematico,situacion_judicial,detalle_sancion,tipo_investigacion,tipo_etapa_procesal,nombre_actor_autoridad,fecha_historial
502,"2014, Condoto - Chocó, Corrupción Administrativa, Carreteras de Condoto, Quibdó sin pavimentar.",La corrupción se comió 9 kilómetros de vía.,1097,599,-76.65207900000001,5.089545999999999,"En marzo de 2014, dos exfuncionarios de la Secretaría de Infraestructura del Chocó, un interventor y la secretaria de Infraestructura de la Gobernación suscribieron un contrato para la construcción y mejoramiento de la vía entre Quibdó - Animas - Novita, Istmina - Condoto por un valor de 21 mil millones de pesos. Según las investigaciones, los funcionarios se habrían apropiado de los recursos de manera ilegal aludiendo a un sin número de inconvenientes, como retrasos de las obras por factores de orden público pues habían asesinado un trabajador de la obra, entre otras excusas. En 2016 se suspendieron las obras y en 2017 La Fiscalía General de la Nación capturó a todos los implicados por estas irregularidades.",21000000000,NA,NA,7,NA,1,2019-03-29 09:26:06,2017-03-03 05:00:00,1,1,Exfuncionarios de La Gobernación del Chocó investigados por irregularidades en contrato de obra vial.,0,1,1,6,"Derechos sociales, económicos y culturales",La corrupción se comió 9 kilómetros de vía.,Exfuncionarios de La Gobernación del Chocó investigados por irregularidades en contrato de obra vial.,2603,Dajahira  Castillo Hurtado,Actor involucrado,Servidores públicos,No Aplica,Gobernación del Chocó,Secretaria de Infraestructura (2017),Rama Ejecutiva,No,No Aplica,CONDOTO,27205,CHOCO,27000,Infraestructura y Planeación,NA,2014,2017,NA,Contratación pública,Corrupción Administrativa,NA,"Celebración indebida de contratos ,Peculado",Pequeña corrupción,informe II 2016-2018,Capturado,NA,Penal,Orden de captura,NA,2017
502,"2014, Condoto - Chocó, Corrupción Administrativa, Carreteras de Condoto, Quibdó sin pavimentar.",La corrupción se comió 9 kilómetros de vía.,1097,599,-76.65207900000001,5.089545999999999,"En marzo de 2014, dos exfuncionarios de la Secretaría de Infraestructura del Chocó, un interventor y la secretaria de Infraestructura de la Gobernación suscribieron un contrato para la construcción y mejoramiento de la vía entre Quibdó - Animas - Novita, Istmina - Condoto por un valor de 21 mil millones de pesos. Según las investigaciones, los funcionarios se habrían apropiado de los recursos de manera ilegal aludiendo a un sin número de inconvenientes, como retrasos de las obras por factores de orden público pues habían asesinado un trabajador de la obra, entre otras excusas. En 2016 se suspendieron las obras y en 2017 La Fiscalía General de la Nación capturó a todos los implicados por estas irregularidades.",21000000000,NA,NA,7,NA,1,2019-03-29 09:26:06,2017-03-03 05:00:00,1,1,Exfuncionarios de La Gobernación del Chocó investigados por irregularidades en contrato de obra vial.,0,1,1,6,"Derechos sociales, económicos y culturales",La corrupción se comió 9 kilómetros de vía.,Exfuncionarios de La Gobernación del Chocó investigados por irregularidades en contrato de obra vial.,2602,Francisco Abraham  Palacios Mena,Actor involucrado,Servidores públicos,No Aplica,Gobernación del Chocó,Exsecretario de Infraestructura,Rama Ejecutiva,No,No Aplica,CONDOTO,27205,CHOCO,27000,Infraestructura y Planeación,NA,2014,2017,NA,Contratación pública,Corrupción Administrativa,NA,"Celebración indebida de contratos ,Peculado",Pequeña corrupción,informe II 2016-2018,Capturado,NA,Penal,Orden de captura,NA,2017
502,"2014, Condoto - Chocó, Corrupción Administrativa, Carreteras de Condoto, Quibdó sin pavimentar.",La corrupción se comió 9 kilómetros de vía.,1097,599,-76.65207900000001,5.089545999999999,"En marzo de 2014, dos exfuncionarios de la Secretaría de Infraestructura del Chocó, un interventor y la secretaria de Infraestructura de la Gobernación suscribieron un contrato para la construcción y mejoramiento de la vía entre Quibdó - Animas - Novita, Istmina - Condoto por un valor de 21 mil millones de pesos. Según las investigaciones, los funcionarios se habrían apropiado de los recursos de manera ilegal aludiendo a un sin número de inconvenientes, como retrasos de las obras por factores de orden público pues habían asesinado un trabajador de la obra, entre otras excusas. En 2016 se suspendieron las obras y en 2017 La Fiscalía General de la Nación capturó a todos los implicados por estas irregularidades.",21000000000,NA,NA,7,NA,1,2019-03-29 09:26:06,2017-03-03 05:00:00,1,1,Exfuncionarios de La Gobernación del Chocó investigados por irregularidades en contrato de obra vial.,0,1,1,6,"Derechos sociales, económicos y culturales",La corrupción se comió 9 kilómetros de vía.,Exfuncionarios de La Gobernación del Chocó investigados por irregularidades en contrato de obra vial.,2601,Luis Alberto  Quintero Barco,Actor involucrado,Servidores públicos,No Aplica,Gobernación de Chocó,Exsecretario de Infraestructura,Rama Ejecutiva,No,No Aplica,CONDOTO,27205,CHOCO,27000,Infraestructura y Planeación,NA,2014,2017,NA,Contratación pública,Corrupción Administrativa,NA,"Celebración indebida de contratos ,Peculado",Pequeña corrupción,informe II 2016-2018,Capturado,NA,Penal,Orden de captura,NA,2017
502,"2014, Condoto - Chocó, Corrupción Administrativa, Carreteras de Condoto, Quibdó sin pavimentar.",La corrupción se comió 9 kilómetros de vía.,1097,599,-76.65207900000001,5.089545999999999,"En marzo de 2014, dos exfuncionarios de la Secretaría de Infraestructura del Chocó, un interventor y la secretaria de Infraestructura de la Gobernación suscribieron un contrato para la construcción y mejoramiento de la vía entre Quibdó - Animas - Novita, Istmina - Condoto por un valor de 21 mil millones de pesos. Según las investigaciones, los funcionarios se habrían apropiado de los recursos de manera ilegal aludiendo a un sin número de inconvenientes, como retrasos de las obras por factores de orden público pues habían asesinado un trabajador de la obra, entre otras excusas. En 2016 se suspendieron las obras y en 2017 La Fiscalía General de la Nación capturó a todos los implicados por estas irregularidades.",21000000000,NA,NA,7,NA,1,2019-03-29 09:26:06,2017-03-03 05:00:00,1,1,Exfuncionarios de La Gobernación del Chocó investigados por irregularidades en contrato de obra vial.,0,1,1,6,"Derechos sociales, económicos y culturales",La corrupción se comió 9 kilómetros de vía.,Exfuncionarios de La Gobernación del Chocó investigados por irregularidades en contrato de obra vial.,2600,Soraida  Rodriguez Cuellar,Actor involucrado,Miembro del tercer sector,No Aplica,No Disponible,Interventora,No Aplica,No,No Aplica,CONDOTO,27205,CHOCO,27000,Infraestructura y Planeación,NA,2014,2017,NA,Contratación pública,Corrupción Administrativa,NA,"Celebración indebida de contratos ,Peculado",Pequeña corrupción,informe II 2016-2018,Capturado,NA,Penal,Orden de captura,NA,2017
504,"2017, Barranquilla- Atlántico. Otros . Fraude en el examen de admisión a la Universidad del Atlántico","""Me gustan los estudiantes""",737,589,-74.80698129999996,10.996692881213768,"En 2017, cuando se presentaba el examen de admisión para la universidad del Atlántico, se presentaron una serie de fraudes por parte de estudiantes que buscaban ingresar a la universidad. Dicha denuncia fue realizada en 2018 por el rector de la Universidad del Atlantico-UA, Carlos Prasca. Durante la jornada de admisión fueron sorprendidos varios jóvenes con cartillas resueltas, los cuales aseguran que los contactaron con seis meses de anticipación para ofrecérselas. En la denuncia que realizó Prasca, aseguró que el autor de este fraude fue un estudiante de ingeniería, el cual le cobraba a cada estudiante $400 mil pesos para entregar la cartilla resuelta, también vendía ""paquetes de preguntas y respuestas"" desde $80.000 pesos en adelante. El estudiante fue suspendido por un año de la universidad por parte de El Consejo de Facultades. Por su parte el Gobernador de Atlántico (2016-2019) indicó que no es la primera vez que ocurre algo así, por lo cual considerarán cambiar el método de ingreso a la Universidad.",NA,400000,NA,7,NA,1,2019-03-29 09:31:07,2018-02-27 05:00:00,1,1,Estudiante de la Universidad del Atlántico cobraba a los aspirantes a cambio de la cartilla de ingreso resuelta.,1,0,1,1,"Derechos sociales, económicos y culturales","""Me gustan los estudiantes""",Estudiante de la Universidad del Atlántico cobraba a los aspirantes a cambio de la cartilla de ingreso resuelta.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BARRANQUILLA,8001,ATLANTICO,8000,Educación,NA,2017,2018,NA,Trámites y servicio al ciudadano,Otros,NA,Otros,Pequeña corrupción,informe II 2016-2018,NA,NA,NA,NA,NA,NA
505,"2016, Cali- Valle del Cauca, Corrupción Privada, Multan a  Ferrocarriles del Pacífico.",¿Dónde están los vagones?,1498,611,-76.52031242636718,3.4530174988261586,"En Julio de 2016, la empresa  Ferrocarriles del Pacífico dejó de operar de forma unilateral las operaciones de transporte por 247 días en vista de que se iba a realizar mantenimiento de las vías férreas y la estabilización del terreno costero. Una delegada de la Oficina de Concesiones e Infraestructura afirmó que estos argumentos no eran sólidos porque nunca se llevó a cabo tal mantenimiento. Clientes como Cementos Argos, Fanalca y la Sociedad Portuaria de Buenaventura dejaron de transportar productos como cemento, autopartes, acero y azúcar. En Agosto de 2017, La Superintendencia de Puertos y Transporte sancionó a la empresa porque incumplió con el contrato de concesión. Como consecuencia  el operador fue multado por un monto de 275 millones de pesos.",NA,NA,NA,7,NA,1,2019-03-29 09:40:15,2017-08-02 05:00:00,1,1,"Ferrocarril del Pacifico, no pudo prestar sus servicios ni le hicieron mantenimiento a las vías férreas.",1,1,1,7,"Derechos fundamentales, civiles y políticos",¿Dónde están los vagones?,"Ferrocarril del Pacifico, no pudo prestar sus servicios ni le hicieron mantenimiento a las vías férreas.",2657,Ferrocarriles del Pacífico,Actor involucrado,No Aplica,Tercer sector,Ferrocarriles del Pacífico,No Aplica,No Aplica,No,No Aplica,CALI,76001,VALLE DEL CAUCA,76000,Transporte,NA,2016,2017,No Aplica,Provisión de bienes y servicios,Corrupción Privada,No Aplica,No Aplica,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,NA,Disciplinaria,Fallo: Sanción,NA,2017
506,"2017, Sucre. Corrupción administrativa. 39 Hallazgos encontrados en la Uiversidad de Sucre generaron detrimento patrimonial.",¡Educación para el subdesarrollo!,NA,609,-74.70131034374998,8.792263180699974,"En 2017, la Contraloría General de la Nación reveló que en el resultado del informe de auditoría vigencia 2015 realizado a la Universidad de Sucre se encontraron 39 hallazgos que iban desde administrativos, disciplinarios, penales y fiscales. De igual forma aseguró que había inconsistencias en los registros contables de las propiedades, planta y equipos, sumado a deficiencias en los procesos de contratación y violación a los principios de planeación, transparencia y publicidad. En los contratos irregulares estaba uno de compraventa de aires acondicionados para la sede de Puerta Roja por 218 millones de pesos; libros para la biblioteca Pompeyo Molina, por 305 millones;  sillas universitarias, por 339 millones, e insumos para el programa de investigación para el desarrollo de productos biotecnológicos, por 764 millones. El ente de control, afirmó que por estos hechos se incurrió en un detrimento patrimonial de más de 3.103 millones de pesos.",3000000,NA,NA,7,NA,1,2019-03-29 09:42:01,2017-02-06 05:00:00,1,1,"Debido a malos manejos administrativos, la UniSucre presento un detrimento patrimonial de mas de $3.000 millones de pesos.",0,1,1,4,"Derechos sociales, económicos y culturales",¡Educación para el subdesarrollo!,"Debido a malos manejos administrativos, la UniSucre presento un detrimento patrimonial de mas de $3.000 millones de pesos.",30,Contraloría General de la República,Actor que realiza la denuncia,No Aplica,Entidades del Estado,Contraloría General de la República,No Aplica,Organismos de control,No,No Aplica,NA,NA,SUCRE,70000,Educación,NA,2017,NA,NA,Contratación pública,Corrupción Administrativa,NA,Detrimento patrimonial,Pequeña corrupción,informe II 2016-2018,NA,NA,NA,NA,NA,NA
506,"2017, Sucre. Corrupción administrativa. 39 Hallazgos encontrados en la Uiversidad de Sucre generaron detrimento patrimonial.",¡Educación para el subdesarrollo!,NA,609,-74.70131034374998,8.792263180699974,"En 2017, la Contraloría General de la Nación reveló que en el resultado del informe de auditoría vigencia 2015 realizado a la Universidad de Sucre se encontraron 39 hallazgos que iban desde administrativos, disciplinarios, penales y fiscales. De igual forma aseguró que había inconsistencias en los registros contables de las propiedades, planta y equipos, sumado a deficiencias en los procesos de contratación y violación a los principios de planeación, transparencia y publicidad. En los contratos irregulares estaba uno de compraventa de aires acondicionados para la sede de Puerta Roja por 218 millones de pesos; libros para la biblioteca Pompeyo Molina, por 305 millones;  sillas universitarias, por 339 millones, e insumos para el programa de investigación para el desarrollo de productos biotecnológicos, por 764 millones. El ente de control, afirmó que por estos hechos se incurrió en un detrimento patrimonial de más de 3.103 millones de pesos.",3000000,NA,NA,7,NA,1,2019-03-29 09:42:01,2017-02-06 05:00:00,1,1,"Debido a malos manejos administrativos, la UniSucre presento un detrimento patrimonial de mas de $3.000 millones de pesos.",0,1,1,4,"Derechos sociales, económicos y culturales",¡Educación para el subdesarrollo!,"Debido a malos manejos administrativos, la UniSucre presento un detrimento patrimonial de mas de $3.000 millones de pesos.",2825,Universidad de Sucre,Actor involucrado,No Aplica,Entidades del Estado,Universidad de Sucre,No Aplica,Otras instituciones del Estado,No,No Aplica,NA,NA,SUCRE,70000,Educación,NA,2017,NA,NA,Contratación pública,Corrupción Administrativa,NA,Detrimento patrimonial,Pequeña corrupción,informe II 2016-2018,Investigado,NA,Fiscal,Investigación,NA,2017
507,"2016, Cali- Valle del Cauca, Corrupción Privada, Gerente de Ferrocarriles del Pacifico fue sancionado.",Se descarriló,NA,611,-76.377599325,4.436447410027327,"En junio de 2016, Gustavo Adolfo Giraldo Chavarría, Gerente de Ferrocarriles del Pacífico, presentó el Plan de Recuperación y Mejoramiento porque la empresa atravesaba por una difícil situación financiera y administrativa. No obstante, el plan se utilizó como medida de sometimiento para evitar la liquidez de la empresa, pero no contaba con las responsabilidades contractuales de cualquier plan o contrato. Además, se radicó ante la Superintendencia de Transporte fuera de las fechas establecidas. Por estos hechos Giraldo Chavarria fue sancionado en junio de 2017 por La Superintendencia de Puertos y Transporte con una multa cercana a los 50 millones de pesos.",NA,NA,50000000,7,NA,1,2019-03-29 09:45:02,2017-06-20 05:00:00,1,1,Plan de Recuperación y Mejoramiento de Ferrocarriles del Pacifico no contaba con los requisitos mínimos legales,1,1,0,1,"Derechos fundamentales, civiles y políticos",Se descarriló,Plan de Recuperación y Mejoramiento de Ferrocarriles del Pacifico no contaba con los requisitos mínimos legales,2656,Gustavo Adolfo  Giraldo Chavarría,Actor involucrado,Miembro del tercer sector,No Aplica,Ferrocarriles del Pacífico,Gerente,No Aplica,No,No Aplica,NA,NA,VALLE DEL CAUCA,76000,Transporte,NA,2016,2017,NA,Provisión de bienes y servicios,Corrupción Privada,NA,No Aplica,Pequeña corrupción,informe II 2016-2018,Sanción Fiscal,50 millones de pesos,Fiscal,Fallo: con responsabilidad fiscal,NA,2017
508,"2014-2015, Santander, Corrupción Administrativa, Capturada exinspectora de tránsito de Floridablanca",Comparendos por el ladito,1372,608,-73.10297817298584,7.0769064926050955,"Entre 2014 y 2015, la inspectora de tránsito de Floridablanca, María Teresa Soto Luna aprovechó su cargo para exigir dinero a personas con la promesa de sacarlas del sistema de multas de tránsito. No obstante, a pesar de haber entregado el dinero a la funcionarias, las personas multadas se daban cuenta que los comparendos continuaban vigentes. Las sumas que cancelaban las víctimas oscilaban entre los 150 y 600 mil pesos. En 2018, la exinspectora fue capturada y condenada a 5 años y 3 meses de prisión por el delito de concusión. La condena fue domiciliaria. Soto Luna también fue inhabilitada por el mismo tiempo de la pena para ejercer cargos públicos y debió pagar un salario mínimo vigente, así como devolver el dinero a nueve víctimas, quienes fueron las que denunciaron los hechos.",NA,600000,NA,7,NA,1,2019-03-29 09:46:58,2018-02-02 05:00:00,1,1,Capturada exinspectora de tránsito de Floridablanca por sobornar usuarios para quitarles multas,1,0,1,1,"Derechos sociales, económicos y culturales",Comparendos por el ladito,Capturada exinspectora de tránsito de Floridablanca por sobornar usuarios para quitarles multas,2303,María Teresa  Soto Luna,Actor involucrado,Servidores públicos,No Aplica,Tránsito de Floridablanca-Santander,Inspectora,No Aplica,No,No Aplica,FLORIDABLANCA,68276,SANTANDER,68000,Transporte,NA,2014,2015,NA,Seguridad y Convivencia,Corrupción Administrativa,NA,Concusión,Pequeña corrupción,informe II 2016-2018,Condenado penalmente,5 años y 3 meses de prisión domiciliaria. Inhabilitada por el mismo tiempo de la pena.,Penal,Fallo: culpable,NA,2018
509,"2011, Cartago- Valle del Cauca, Corrupción Administrativa, Secretario de hacienda destino dineros de forma irregular",Fuga de dineros,1510,611,-75.90922564072264,4.746194764262964,"En  octubre de 2011, Luis Fernando Adarve Villa Secretario de Hacienda de la alcaldía de Cartago y Carlos Alberto Franco Palacios, auxiliar administrativo de Tesorería para la misma época, incurrieron en el traslado de $500 millones de pesos de una cuenta corriente de la alcaldía, presuntamente, para el pago de proveedores de energía eléctrica. Sin embargo ese monto tenía como destinación específica el pago de salarios y prestaciones de los maestros. El error fue corregido posteriormente, regresando el dinero, pero sólo se devolvieron $90 millones de pesos. En febrero de 2017, el Juzgado Municipal de Cartago formuló cargos contra los implicados, aunque el delito no contemplaba medida de aseguramiento quedaron en libertad. Aun así, continuaron vinculados al proceso.",500000000,410000000,90000000,7,NA,1,2019-02-28 15:40:28,2017-02-16 05:00:00,1,1,"Dinero destinado a salarios y prestaciones de  maestros, termino en cuentas de proveedores eléctricos del municipio.",0,0,0,2,"Derechos sociales, económicos y culturales",Fuga de dineros,"Dinero destinado a salarios y prestaciones de  maestros, termino en cuentas de proveedores eléctricos del municipio.",2644,Carlos Alberto  Franco Palacios,Actor involucrado,Servidores públicos,No Aplica,Alcaldía Municipal de Cartago-Valle del Cauca,Auxiliar de Tesorería,Rama Ejecutiva,No,No Aplica,CARTAGO,76147,VALLE DEL CAUCA,76000,Educación,NA,2011,2017,NA,Presupuesto y gasto público,Corrupción Administrativa,NA,Peculado,Pequeña corrupción,informe II 2016-2018,Imputado,NA,Penal,Formulación de imputación,NA,2017
509,"2011, Cartago- Valle del Cauca, Corrupción Administrativa, Secretario de hacienda destino dineros de forma irregular",Fuga de dineros,1510,611,-75.90922564072264,4.746194764262964,"En  octubre de 2011, Luis Fernando Adarve Villa Secretario de Hacienda de la alcaldía de Cartago y Carlos Alberto Franco Palacios, auxiliar administrativo de Tesorería para la misma época, incurrieron en el traslado de $500 millones de pesos de una cuenta corriente de la alcaldía, presuntamente, para el pago de proveedores de energía eléctrica. Sin embargo ese monto tenía como destinación específica el pago de salarios y prestaciones de los maestros. El error fue corregido posteriormente, regresando el dinero, pero sólo se devolvieron $90 millones de pesos. En febrero de 2017, el Juzgado Municipal de Cartago formuló cargos contra los implicados, aunque el delito no contemplaba medida de aseguramiento quedaron en libertad. Aun así, continuaron vinculados al proceso.",500000000,410000000,90000000,7,NA,1,2019-02-28 15:40:28,2017-02-16 05:00:00,1,1,"Dinero destinado a salarios y prestaciones de  maestros, termino en cuentas de proveedores eléctricos del municipio.",0,0,0,2,"Derechos sociales, económicos y culturales",Fuga de dineros,"Dinero destinado a salarios y prestaciones de  maestros, termino en cuentas de proveedores eléctricos del municipio.",2643,Luis Fernando  Adarve Villa,Actor involucrado,Servidores públicos,No Aplica,Alcaldía Municipal de Cartago-Valle del Cauca,Secretario de Hacienda (2011),Rama Ejecutiva,No,No Aplica,CARTAGO,76147,VALLE DEL CAUCA,76000,Educación,NA,2011,2017,NA,Presupuesto y gasto público,Corrupción Administrativa,NA,Peculado,Pequeña corrupción,informe II 2016-2018,Imputado,NA,Penal,Formulación de imputación,NA,2017
510,"2007, Santander, Corrupción Privada, Irregularidades en manejos de PANACHI",Corruptour por el Parque Nacional del Chicamocha,NA,608,-73.61516875156246,6.829185694981264,"En 2007 fue creada la Corporación del Parque Nacional del Chicamocha –actualmente uno de los grandes atractivos turísticos del departamento. No obstante, mediante denuncias ciudadanas se revelaron irregularidades al interior de la corporación, relacionadas con bonificaciones económicas a exdirectivos del parque que no estaban aprobadas por la Junta Directiva y ascendían a un monto cercano a los $350 millones de pesos; créditos con personas naturales también sin aprobación de la junta y  manejos dudosos en la contabilidad de las personas que ingresaban al parque vs el registro plasmado por la entidad. En estos hechos se vieron involucrados 3 exdirectivos de la Corporación.  Para la vigencia 2015 y 2016, la Contraloría General de la República pudo comprobar hallazgos fiscales por cerca de $ 600 millones de pesos por cuenta de dichas irregularidades administrativas. En marzo de 2018 le fueron imputados cargos a Carlos Fernando Sánchez, María Eva Bermúdez y Daniel Enrique Valencia por los delitos de peculado y celebración indebida de contratos. Aunque un juez pidió medida de aseguramiento, los exdirectivos permanecieron en libertad.",350000000,NA,NA,7,NA,1,2018-11-30 12:02:30,2018-03-17 05:00:00,1,1,Se revelan irregularidades en el Parque Nacional del Chicamocha,0,1,1,3,"Derechos fundamentales, civiles y políticos",Corruptour por el Parque Nacional del Chicamocha,Se revelan irregularidades en el Parque Nacional del Chicamocha,2191,Carlos Fernando  Sánchez,Actor involucrado,Miembro del tercer sector,No Aplica,Parque Nacional del Chicamocha-PANACHI,Exdirector,No Aplica,No,No Aplica,NA,NA,SANTANDER,68000,Turismo,NA,2007,2018,NA,Participación del privado en la función pública,Corrupción Privada,NA,"Celebración indebida de contratos ,Peculado",Pequeña corrupción,informe II 2016-2018,Imputado,NA,Penal,Formulación de imputación,NA,2018
510,"2007, Santander, Corrupción Privada, Irregularidades en manejos de PANACHI",Corruptour por el Parque Nacional del Chicamocha,NA,608,-73.61516875156246,6.829185694981264,"En 2007 fue creada la Corporación del Parque Nacional del Chicamocha –actualmente uno de los grandes atractivos turísticos del departamento. No obstante, mediante denuncias ciudadanas se revelaron irregularidades al interior de la corporación, relacionadas con bonificaciones económicas a exdirectivos del parque que no estaban aprobadas por la Junta Directiva y ascendían a un monto cercano a los $350 millones de pesos; créditos con personas naturales también sin aprobación de la junta y  manejos dudosos en la contabilidad de las personas que ingresaban al parque vs el registro plasmado por la entidad. En estos hechos se vieron involucrados 3 exdirectivos de la Corporación.  Para la vigencia 2015 y 2016, la Contraloría General de la República pudo comprobar hallazgos fiscales por cerca de $ 600 millones de pesos por cuenta de dichas irregularidades administrativas. En marzo de 2018 le fueron imputados cargos a Carlos Fernando Sánchez, María Eva Bermúdez y Daniel Enrique Valencia por los delitos de peculado y celebración indebida de contratos. Aunque un juez pidió medida de aseguramiento, los exdirectivos permanecieron en libertad.",350000000,NA,NA,7,NA,1,2018-11-30 12:02:30,2018-03-17 05:00:00,1,1,Se revelan irregularidades en el Parque Nacional del Chicamocha,0,1,1,3,"Derechos fundamentales, civiles y políticos",Corruptour por el Parque Nacional del Chicamocha,Se revelan irregularidades en el Parque Nacional del Chicamocha,2193,Daniel Enrique  Valencia,Actor involucrado,Miembro del tercer sector,No Aplica,Parque Nacional del Chicamocha-PANACHI,Exdirector,No Aplica,No,No Aplica,NA,NA,SANTANDER,68000,Turismo,NA,2007,2018,NA,Participación del privado en la función pública,Corrupción Privada,NA,"Celebración indebida de contratos ,Peculado",Pequeña corrupción,informe II 2016-2018,Imputado,NA,Penal,Formulación de imputación,NA,2018
510,"2007, Santander, Corrupción Privada, Irregularidades en manejos de PANACHI",Corruptour por el Parque Nacional del Chicamocha,NA,608,-73.61516875156246,6.829185694981264,"En 2007 fue creada la Corporación del Parque Nacional del Chicamocha –actualmente uno de los grandes atractivos turísticos del departamento. No obstante, mediante denuncias ciudadanas se revelaron irregularidades al interior de la corporación, relacionadas con bonificaciones económicas a exdirectivos del parque que no estaban aprobadas por la Junta Directiva y ascendían a un monto cercano a los $350 millones de pesos; créditos con personas naturales también sin aprobación de la junta y  manejos dudosos en la contabilidad de las personas que ingresaban al parque vs el registro plasmado por la entidad. En estos hechos se vieron involucrados 3 exdirectivos de la Corporación.  Para la vigencia 2015 y 2016, la Contraloría General de la República pudo comprobar hallazgos fiscales por cerca de $ 600 millones de pesos por cuenta de dichas irregularidades administrativas. En marzo de 2018 le fueron imputados cargos a Carlos Fernando Sánchez, María Eva Bermúdez y Daniel Enrique Valencia por los delitos de peculado y celebración indebida de contratos. Aunque un juez pidió medida de aseguramiento, los exdirectivos permanecieron en libertad.",350000000,NA,NA,7,NA,1,2018-11-30 12:02:30,2018-03-17 05:00:00,1,1,Se revelan irregularidades en el Parque Nacional del Chicamocha,0,1,1,3,"Derechos fundamentales, civiles y políticos",Corruptour por el Parque Nacional del Chicamocha,Se revelan irregularidades en el Parque Nacional del Chicamocha,2192,María Eva  Bermúdez,Actor involucrado,Miembro del tercer sector,No Aplica,Parque Nacional del Chicamocha-PANACHI,Exdirectora,No Aplica,No,No Aplica,NA,NA,SANTANDER,68000,Turismo,NA,2007,2018,NA,Participación del privado en la función pública,Corrupción Privada,NA,"Celebración indebida de contratos ,Peculado",Pequeña corrupción,informe II 2016-2018,Imputado,NA,Penal,Formulación de imputación,NA,2018
511,"2018, Charta, Santander, Corrupción Política, Inscripción Irregular de Cédulas",El tradicional trasteo de votos,1356,608,-72.96805,7.281239627347446,"Previo a las elecciones al Congreso de la República de marzo del 2018 se presentaron irregularidades en la inscripción de cédulas en el municipio de Charta-Santander. Mediante denuncias realizadas por la Misión de Observación Electoral-MOE se detectó un incremento de personas adscritas para votar en lugares donde no tenían arraigo. En el caso del municipio de Charta, se inscribieron cuatro veces más cédulas que el promedio de la tasa nacional. En el mismo mes le fueron imputados cargos a 11 personas que hacían parte de esta red.",NA,NA,NA,7,NA,1,2019-03-29 09:55:02,2018-03-04 05:00:00,1,1,Capturadas 11 personas que habrían cometido fraude en la inscripción de cédulas para las elecciones al Congreso en marzo del 2018,1,1,1,NA,"Derechos sociales, económicos y culturales",El tradicional trasteo de votos,Capturadas 11 personas que habrían cometido fraude en la inscripción de cédulas para las elecciones al Congreso en marzo del 2018,2834,Alirio Antonio  Carrascal,Actor involucrado,Miembro del tercer sector,No Aplica,No Disponible,No Disponible,No Aplica,No,No Aplica,CHARTA,68169,SANTANDER,68000,Electoral,NA,2018,2018,NA,Político/ Electoral,Corrupción Política,NA,Fraude en la inscripción de cédulas,Pequeña corrupción,informe II 2016-2018,Imputado,NA,Penal,Formulación de imputación,NA,2018
511,"2018, Charta, Santander, Corrupción Política, Inscripción Irregular de Cédulas",El tradicional trasteo de votos,1356,608,-72.96805,7.281239627347446,"Previo a las elecciones al Congreso de la República de marzo del 2018 se presentaron irregularidades en la inscripción de cédulas en el municipio de Charta-Santander. Mediante denuncias realizadas por la Misión de Observación Electoral-MOE se detectó un incremento de personas adscritas para votar en lugares donde no tenían arraigo. En el caso del municipio de Charta, se inscribieron cuatro veces más cédulas que el promedio de la tasa nacional. En el mismo mes le fueron imputados cargos a 11 personas que hacían parte de esta red.",NA,NA,NA,7,NA,1,2019-03-29 09:55:02,2018-03-04 05:00:00,1,1,Capturadas 11 personas que habrían cometido fraude en la inscripción de cédulas para las elecciones al Congreso en marzo del 2018,1,1,1,NA,"Derechos sociales, económicos y culturales",El tradicional trasteo de votos,Capturadas 11 personas que habrían cometido fraude en la inscripción de cédulas para las elecciones al Congreso en marzo del 2018,2832,Ana Inés  Camacho,Actor involucrado,Miembro del tercer sector,No Aplica,No Disponible,No Disponible,No Aplica,No,No Aplica,CHARTA,68169,SANTANDER,68000,Electoral,NA,2018,2018,NA,Político/ Electoral,Corrupción Política,NA,Fraude en la inscripción de cédulas,Pequeña corrupción,informe II 2016-2018,Imputado,NA,Penal,Formulación de imputación,NA,2018
